1400,"Wine - Red, Metus Rose",754,4,Dozen,6.53,562,27,70,0
1401,Flower - Dish Garden,1250,4,1 box,37.18,486,44,63,0
1402,Ecolab - Balanced Fusion,1545,5,2kg packs,24.8,862,78,70,0
1403,Tuna - Loin,1676,7,Dozen,28.59,367,18,49,0
1404,Soup - Campbellschix Stew,1086,4,30 packs,18.17,554,46,39,0
1405,V8 - Berry Blend,201,3,2kg packs,29.72,38,46,91,0
1406,Cheese - Le Cheve Noir,246,6,1 box,21.87,460,40,66,0
1407,"Extract - Vanilla,artificial",35,3,30 packs,39.27,722,97,3,0
1408,"Bread - Roll, Whole Wheat",424,8,2 pack,22.38,820,91,100,0
1409,Assorted Desserts,1164,3,30 packs,49.51,408,70,63,0
1410,Lettuce - California Mix,1647,5,2kg packs,43.77,187,36,81,0
1411,"Appetizer - Spring Roll, Veg",1473,8,12 box,46.35,178,4,36,0
1412,Coffee Beans - Chocolate,422,2,packs,44.75,857,24,43,0
1413,Skewers - Bamboo,278,5,1kg pack,42.92,48,95,42,0
1414,Muffin - Blueberry Individual,538,8,16 kg pkg,40.84,137,53,40,0
1415,Salmon Steak - Cohoe 8 Oz,351,2,packs,22.81,122,23,98,0
1416,Wine - Toasted Head,1790,6,16 kg pkg,14.34,311,1,81,0
1417,Wine - Riesling Dr. Pauly,1700,4,100 packs,28.87,985,20,83,0
1418,Watercress,109,8,100 grams,31.59,72,10,4,0
1419,Compound - Strawberry,1077,6,2 pack,10.26,428,2,37,0
1420,Soap - Pine Sol Floor Cleaner,1795,2,16 kg pkg,16.66,549,79,19,0
1421,Sorrel - Fresh,929,1,packs,25.0,298,74,84,0
1422,Bacardi Breezer - Tropical,791,8,1 box,45.06,780,36,36,0
1423,"Tray - Foam, Square 4 - S",981,1,300 grams,14.8,512,75,83,0
1424,Wine - Prosecco Valdobiaddene,1313,8,packs,44.26,900,84,5,0
1425,Arctic Char - Fillets,1953,2,1kg pack,5.53,803,80,84,0
1426,Chocolate - Milk,1235,2,packs,45.35,116,49,18,0
1427,Cheese - Bocconcini,237,4,1kg pack,35.23,321,27,88,0
1428,Ecolab - Hand Soap Form Antibac,74,5,Dozen,19.94,871,30,20,0
1429,Apricots - Halves,1659,8,20x 100 grams,9.41,998,30,3,0
1430,"Napkin - Cocktail,beige 2 - Ply",1389,7,500 grams,6.29,676,9,36,0
1431,Island Oasis - Lemonade,769,6,20x 100 grams,20.26,657,43,68,0
1432,"Oil - Truffle, White",1478,4,500 grams,8.39,847,64,42,0
1433,"Pesto - Primerba, Paste",320,8,Dozen,19.43,158,99,51,1
1434,"Mushroom - Shitake, Dry",873,3,30 packs,35.21,328,47,14,0
1435,Beef - Short Ribs,1320,7,12 pieces,18.29,865,55,90,0
1436,"Salmon - Smoked, Sliced",1618,8,12 pieces,30.96,839,97,32,0
1437,Wine - Rubyport,1474,3,20x 100 grams,35.22,978,71,99,0
1438,"Juice - Pineapple, 48 Oz",1145,8,500 grams,25.8,387,75,46,0
1439,Cheese - Cheddar With Claret,593,2,100 grams,37.25,196,45,75,0
1440,Currants,504,5,1 box,43.28,509,79,2,0
1441,Lettuce - Sea / Sea Asparagus,433,5,12 pieces,32.16,269,30,96,0
1442,Cheese - Augre Des Champs,7,1,100 packs,15.35,320,76,89,0
1443,Shortbread - Cookie Crumbs,1203,6,packs,49.59,455,91,44,0
1444,"Sole - Dover, Whole, Fresh",964,8,packs,41.21,180,97,41,0
1445,Corn - Mini,402,1,1 box,19.0,979,90,34,0
1446,Juice Peach Nectar,1549,8,2 pack,9.76,874,29,99,0
1447,Crab - Soft Shell,754,3,2kg packs,7.36,210,28,6,0
1448,"Mushroom - Porcini, Dry",1149,5,20x 100 grams,34.65,121,78,26,0
1449,Peppercorns - Green,1758,8,30 packs,45.95,121,76,22,0
1450,Soup - Verve - Chipotle Chicken,1551,6,30 packs,49.08,92,45,70,0
1451,"Napkin - Beverge, White 2 - Ply",608,2,packs,29.85,21,93,84,0
1452,Pepper - Green,1069,8,Dozen,32.4,423,26,63,0
1453,Nori Sea Weed - Gold Label,788,3,16 kg pkg,36.73,533,71,1,0
1454,"Stock - Chicken, White",1494,8,30 packs,30.96,675,33,34,0
1455,Cheese - Fontina,356,3,Dozen,20.35,972,57,80,0
1456,Chocolate - Dark,1401,5,300 grams,6.84,320,13,98,0
1457,Bacardi Breezer - Tropical,310,1,1 box,15.13,349,85,67,0
1458,Parsley - Fresh,1651,7,30 packs,17.57,891,39,15,0
1459,Soup - French Can Pea,1599,1,100 packs,28.13,257,77,49,0
1460,Bread - White Mini Epi,1510,4,100 packs,12.88,532,12,69,0
1461,"Beans - Black Bean, Canned",1614,8,2kg packs,24.53,475,4,58,0
1462,Sugar - Fine,1160,5,1kg pack,20.94,24,65,13,0
1463,Lettuce - Green Leaf,1664,4,2 pack,32.18,554,1,11,0
1464,Pears - Anjou,1993,1,300 grams,35.89,421,8,33,0
1465,Green Tea Refresher,96,4,20x 100 grams,38.49,261,51,66,0
1466,Bread - White Mini Epi,1158,1,16 kg pkg,29.64,103,72,5,0
1467,Lambcasing,1225,6,500 grams,36.74,220,68,75,0
1468,Chinese Foods - Chicken,1078,4,100 packs,22.1,917,57,76,0
1469,Chocolate - Dark Callets,1896,8,2kg packs,48.69,3,85,73,0
1470,Eggs - Extra Large,1701,1,16 kg pkg,35.43,810,99,1,0
1471,Syrup - Chocolate,1952,8,16 kg pkg,33.57,694,44,68,0
1472,Tomatoes - Hot House,724,4,500 grams,39.58,908,32,25,0
1473,Bread - Corn Muffaletta,858,1,16 kg pkg,25.58,339,19,98,0
1474,Steampan - Half Size Shallow,914,8,2 pack,28.43,29,25,89,0
1475,Mushroom - Lg - Cello,1930,7,100 grams,35.93,847,93,81,0
1476,Daves Island Stinger,602,2,2 pack,38.68,247,4,7,0
1477,Muffin Mix - Blueberry,43,8,300 grams,30.85,166,1,76,0
1478,Wine - Barbera Alba Doc 2001,1197,2,500 grams,47.27,823,80,88,0
1479,"Wine - White, Riesling, Henry Of",1747,1,300 grams,28.15,79,42,42,0
1480,"Beef - Roasted, Cooked",446,8,2kg packs,19.77,901,17,5,0
1481,"Ranchero - Primerba, Paste",882,1,500 grams,25.11,11,43,93,0
1482,Appetizer - Mushroom Tart,1061,6,1kg pack,41.07,693,14,46,0
1483,Sugar - Fine,704,3,20x 100 grams,16.24,763,63,24,0
1484,Stainless Steel Cleaner Vision,328,2,100 grams,26.05,110,30,7,0
1485,Appetizer - Chicken Satay,923,4,500 grams,45.16,697,65,12,0
1486,Wine - Tribal Sauvignon,1409,4,100 grams,37.99,882,48,33,0
1487,Magnotta Bel Paese Red,898,1,100 grams,49.9,434,2,17,0
1488,Watercress,1807,6,16 kg pkg,22.76,598,94,75,0
1489,Cake Slab,1021,7,30 packs,12.77,90,85,15,0
1490,Beef - Salted,1384,1,20x 100 grams,10.22,234,12,24,0
1491,Potato - Sweet,782,7,100 packs,33.67,444,16,30,0
1492,Langers - Cranberry Cocktail,1815,4,12 pieces,23.78,16,69,21,0
1493,"Wine - Red, Pelee Island Merlot",1486,8,16 kg pkg,28.24,704,87,68,0
1494,Beef - Shank,151,7,1 box,24.35,497,100,40,0
1495,Squash - Acorn,1511,3,300 grams,12.91,861,38,40,0
1496,Pork - Backfat,174,1,16 kg pkg,28.36,333,61,74,0
1497,Edible Flower - Mixed,1845,7,packs,49.63,970,29,85,0
1498,"Pepper - Julienne, Frozen",913,5,2kg packs,19.77,791,75,28,0
1499,Oil - Sunflower,1555,1,100 packs,27.38,639,57,1,0
1500,Kiwi Gold Zespri,193,2,100 packs,18.89,421,44,13,0
1501,"Tart Shells - Savory, 2",336,6,12 box,30.52,295,20,16,0
1502,Wine - Domaine Boyar Royal,809,3,2kg packs,29.38,176,49,20,0
1503,"Sugar - Sweet N Low, Individual",1754,3,2 pack,31.86,707,6,70,0
1504,Food Colouring - Green,1298,5,30 packs,40.68,272,49,54,1
1505,Straw - Regular,1465,7,12 box,20.54,183,44,24,0
1506,Wine - Chablis J Moreau Et Fils,170,2,100 packs,32.83,561,99,16,0
1507,Pails With Lids,594,2,100 packs,23.92,0,31,38,0
1508,"Pasta - Elbows, Macaroni, Dry",1845,4,packs,11.12,673,11,53,0
1509,Soup Campbells - Italian Wedding,55,8,100 grams,28.39,293,4,56,0
1510,Nantucket - Kiwi Berry Cktl.,1184,5,12 box,6.22,184,63,59,0
1511,Coffee Cup 16oz Foam,1190,4,2 pack,17.46,538,66,19,0
1512,Lid Coffee Cup 8oz Blk,1423,7,500 grams,48.63,598,76,23,0
1513,Tia Maria,1627,8,100 packs,36.41,1,33,12,0
1514,Tia Maria,1895,3,2kg packs,11.12,8,92,73,0
1515,Eggplant Italian,510,1,12 pieces,41.37,647,22,15,0
1516,"Pasta - Rotini, Colour, Dry",872,1,Dozen,24.16,837,49,12,0
1517,Cheese - Mozzarella,612,2,2 pack,22.79,295,3,71,0
1518,"Champagne - Brights, Dry",1364,2,12 pieces,18.56,659,73,17,0
1519,Truffle Cups - White Paper,932,4,1 box,30.46,572,86,46,0
1520,"Beans - Black Bean, Preserved",501,1,12 pieces,33.77,854,85,36,0
1521,Towel - Roll White,1791,2,Dozen,20.98,337,19,46,0
1522,"Wine - Red, Gamay Noir",1568,3,12 pieces,46.19,182,84,28,0
1523,"Soup - Campbells, Butternut",1307,2,300 grams,46.59,555,40,33,0
1524,Table Cloth - 53x69 Colour,380,4,100 grams,8.5,993,30,45,0
1525,Pepperoni Slices,1103,2,packs,47.42,213,84,69,0
1526,Table Cloth 62x114 White,341,6,16 kg pkg,36.8,178,60,12,0
1527,"Ice - Clear, 300 Lb For Carving",170,6,500 grams,25.48,206,88,91,0
1528,Bread Base - Toscano,1407,5,300 grams,7.59,458,54,18,0
1529,Brandy Cherry - Mcguinness,752,2,500 grams,38.83,285,34,80,0
1530,Sauerkraut,1119,6,Dozen,13.77,991,38,38,0
1531,Tomatoes - Cherry,56,6,1kg pack,39.11,195,7,39,0
1532,Grouper - Fresh,1370,3,30 packs,48.21,141,65,48,0
1533,Wine - Remy Pannier Rose,459,2,1kg pack,26.57,824,53,20,0
1534,Wine - Tribal Sauvignon,1952,5,500 grams,30.31,302,83,74,0
1535,"Tomatoes - Vine Ripe, Yellow",1661,3,500 grams,37.38,447,13,91,0
1536,Pepper - Yellow Bell,1244,7,12 pieces,32.65,503,45,57,0
1537,"Wine - White, Pinot Grigio",1127,4,1kg pack,16.36,828,58,71,0
1538,Extract - Raspberry,69,1,30 packs,5.22,709,92,15,0
1539,Plastic Arrow Stir Stick,1944,7,12 pieces,35.5,689,69,69,0
1540,Knife Plastic - White,1135,4,100 packs,27.26,532,88,43,0
1541,Muffin Carrot - Individual,1984,5,16 kg pkg,42.23,733,48,50,0
1542,Flour - Strong,1976,6,500 grams,45.64,431,72,4,0
1543,Steel Wool S.o.s,554,6,300 grams,12.83,959,29,36,0
1544,Muffin Hinge - 211n,1306,2,300 grams,9.59,235,9,61,0
1545,Chocolate - Liqueur Cups With Foil,1545,1,Dozen,29.94,599,21,69,1
1546,Yoplait Drink,68,2,16 kg pkg,31.65,440,14,56,0
1547,Spinach - Baby,515,8,100 packs,11.03,187,52,81,0
1548,Dc Hikiage Hira Huba,670,3,20x 100 grams,20.73,438,3,1,0
1549,"Wine - White, Riesling, Henry Of",708,6,2kg packs,43.97,317,82,27,0
1550,"Garlic - Primerba, Paste",1996,6,100 grams,46.32,28,42,22,0
1551,"Tea - Darjeeling, Azzura",968,8,100 grams,10.31,444,61,22,0
1552,Chips Potato Reg 43g,331,6,100 grams,25.55,517,3,33,0
1553,"Cup - 3.5oz, Foam",79,5,300 grams,23.41,962,44,7,0
1554,Longos - Chicken Wings,440,7,100 grams,11.69,963,62,11,0
1555,Pepper - Pablano,1564,6,16 kg pkg,17.59,778,35,45,0
1556,Plaintain,1363,4,300 grams,18.98,742,83,25,0
1557,Appetizer - Seafood Assortment,565,4,20x 100 grams,28.09,80,27,4,0
1558,Cookies - Englishbay Wht,1467,2,100 packs,49.03,20,97,61,0
1559,Cheese - Cheddar With Claret,1037,7,12 pieces,17.83,359,64,42,0
1560,"Doilies - 7, Paper",157,6,12 pieces,40.86,380,95,21,0
1561,Cardamon Ground,258,3,16 kg pkg,7.43,26,89,52,0
1562,"Pepper - Paprika, Hungarian",1057,7,30 packs,30.0,634,36,84,0
1563,Soup - Campbells Beef Stew,218,5,1kg pack,26.21,928,29,32,0
1564,Beer - Creemore,1714,2,1kg pack,22.99,688,36,80,0
1565,Bread - Flat Bread,1031,2,20x 100 grams,47.45,113,80,23,0
1566,Veal - Osso Bucco,165,8,300 grams,40.82,676,39,75,0
1567,Seedlings - Clamshell,1307,5,12 pieces,46.5,900,42,60,0
1568,Wine - Baron De Rothschild,1624,3,1kg pack,9.79,728,91,16,0
1569,"Cherries - Bing, Canned",1003,7,1 box,17.85,537,60,97,0
1570,Rice - 7 Grain Blend,492,8,2kg packs,47.92,69,15,20,0
1571,Foam Espresso Cup Plain White,792,1,100 packs,37.88,558,10,76,0
1572,Flower - Carnations,1193,3,30 packs,8.2,56,42,92,0
1573,Soup - Campbellschix Stew,583,8,16 kg pkg,16.4,499,46,55,0
1574,Puree - Mango,253,7,100 packs,26.34,356,3,62,0
1575,Strawberries - California,36,1,1kg pack,33.33,26,71,11,0
1576,"Salmon - Atlantic, Fresh, Whole",1440,1,2 pack,21.06,872,15,19,0
1577,Beans - Green,827,5,1kg pack,42.45,829,51,72,0
1578,Soup Campbells Beef With Veg,1547,8,500 grams,49.75,567,27,89,0
1579,Almonds Ground Blanched,1921,7,12 box,22.01,284,97,45,0
1580,Island Oasis - Pina Colada,161,5,2kg packs,36.24,165,14,31,0
1581,"Sauce - Gravy, Au Jus, Mix",1403,2,12 box,23.2,281,67,11,0
1582,Rice - Wild,1215,5,Dozen,40.87,461,56,13,0
1583,Smirnoff Green Apple Twist,1749,1,2kg packs,46.53,633,13,80,0
1584,"Chocolate - Milk, Callets",36,3,Dozen,45.16,792,53,10,0
1585,Creme De Cacao Mcguines,1955,1,100 grams,30.56,789,66,39,0
1586,Paste - Black Olive,1542,2,2 pack,40.37,496,92,60,0
1587,"Gin - Gilbeys London, Dry",1047,7,Dozen,9.33,44,19,1,0
1588,Spring Roll Wrappers,191,1,300 grams,28.81,506,47,55,0
1589,Garam Marsala,1490,3,100 packs,26.62,637,83,99,0
1590,"Club Soda - Schweppes, 355 Ml",1997,3,1 box,18.97,748,81,7,0
1591,Scallops - In Shell,1657,4,16 kg pkg,9.36,763,57,73,0
1592,Coffee - Decafenated,1786,8,1 box,13.89,173,39,37,0
1593,Table Cloth 62x114 White,1756,7,1 box,40.0,180,23,15,0
1594,Squid Ink,292,7,16 kg pkg,39.75,118,2,30,0
1595,Wine - Tio Pepe Sherry Fino,457,4,100 packs,17.9,889,85,52,0
1596,Frangelico,1697,7,12 pieces,36.13,172,41,88,0
1597,Cardamon Seed / Pod,449,7,12 box,37.9,983,98,49,0
1598,Glycerine,1640,3,12 box,45.96,38,10,9,0
1599,Honey - Lavender,1788,2,300 grams,21.35,193,20,38,0
1600,Longos - Chicken Wings,1592,4,12 pieces,42.24,959,50,89,0
1601,"Loaf Pan - 2 Lb, Foil",561,3,20x 100 grams,46.0,928,34,49,0
1602,"Tart Shells - Savory, 2",1551,8,Dozen,30.58,820,13,88,0
1603,Sauce - Balsamic Viniagrette,1141,4,100 grams,34.99,688,95,59,0
1604,Grenadillo,1899,6,2 pack,39.03,375,67,11,0
1605,Blueberries,39,5,1kg pack,40.76,379,64,3,0
1606,"Onions - Dried, Chopped",1505,3,500 grams,12.59,965,29,36,0
1607,Soup - Campbells Chili,1515,6,1kg pack,37.56,605,59,5,0
1608,"Bread - Crumbs, Bulk",916,6,100 grams,26.4,823,40,10,0
1609,Foam Espresso Cup Plain White,1391,8,Dozen,44.5,990,7,65,0
1610,Sauce - Caesar Dressing,1606,6,100 grams,49.27,167,62,8,0
1611,Water - San Pellegrino,451,1,Dozen,49.09,109,72,95,0
1612,Apple - Royal Gala,65,4,12 pieces,46.82,41,63,60,0
1613,Capicola - Hot,564,3,12 box,27.34,537,6,42,0
1614,Beets - Mini Golden,1376,6,12 pieces,22.23,539,36,70,0
1615,Soup - Tomato Mush. Florentine,917,5,16 kg pkg,24.11,503,25,4,0
1616,Pasta - Angel Hair,289,1,1kg pack,41.62,131,92,49,0
1617,Hand Towel,1755,8,100 packs,25.41,5,13,34,0
1618,Wooden Mop Handle,709,6,12 box,18.83,92,30,51,0
1619,Silicone Paper 16.5x24,234,2,100 grams,17.1,594,31,6,0
1620,Galliano,1190,2,2kg packs,11.19,667,90,54,0
1621,Nori Sea Weed - Gold Label,666,3,1kg pack,22.04,503,65,26,0
1622,Wine - Barossa Valley Estate,1425,5,1 box,33.04,637,79,32,0
1623,"Soup - Campbells, Butternut",1405,4,100 grams,33.87,959,9,90,0
1624,"Soup - Beef Conomme, Dry",1768,4,100 packs,7.26,26,100,13,0
1625,Shrimp - Black Tiger 13/15,851,6,100 packs,29.57,352,53,12,0
1626,Lobster - Base,147,3,1 box,6.27,215,95,21,0
1627,"Tray - Foam, Square 4 - S",357,6,100 packs,6.11,672,64,94,0
1628,Cream - 18%,1425,6,100 grams,34.48,910,48,25,0
1629,The Pop Shoppe - Grape,797,3,500 grams,12.14,885,10,19,0
1630,Raisin - Dark,1156,1,100 grams,25.38,214,89,41,0
1631,Sobe - Orange Carrot,1620,3,2kg packs,27.56,639,78,29,0
1632,Soup - Cream Of Broccoli,975,5,100 packs,10.73,952,30,73,0
1633,"Pepper - Red, Finger Hot",626,3,300 grams,30.09,502,33,85,0
1634,Wine - Barossa Valley Estate,1228,3,1 box,48.8,362,5,10,0
1635,Pepper - Scotch Bonnet,166,8,500 grams,23.91,143,45,90,0
1636,Bagel - Everything Presliced,1170,1,12 box,13.46,166,90,42,0
1637,Bar - Sweet And Salty Chocolate,121,4,Dozen,42.85,982,75,96,0
1638,Pastry - Cheese Baked Scones,1349,1,16 kg pkg,17.98,517,18,90,0
1639,Cake - Lemon Chiffon,1392,1,100 grams,18.85,700,52,5,0
1640,Syrup - Monin - Granny Smith,413,2,500 grams,12.53,411,11,41,0
1641,Pepper - Yellow Bell,1779,1,12 pieces,47.62,704,69,100,0
1642,Cheese - Le Cru Du Clocher,359,8,12 box,48.87,307,83,62,1
1643,Truffle Shells - Semi - Sweet,912,8,2kg packs,24.39,976,5,9,0
1644,"Shrimp, Dried, Small / Lb",710,5,300 grams,29.82,310,21,81,0
1645,Beef Cheek Fresh,485,1,1 box,13.25,382,24,55,0
1646,Puff Pastry - Sheets,1091,7,2 pack,35.19,549,80,91,0
1647,Lobster - Live,93,2,100 packs,12.08,583,83,30,0
1648,Banana,345,6,1kg pack,29.73,259,9,94,0
1649,Cream - 18%,1768,4,packs,20.05,693,93,20,0
1650,"Oil - Food, Lacquer Spray",1743,7,12 box,27.8,333,25,33,0
1651,"Cake Circle, Paprus",1569,7,12 pieces,35.47,219,47,8,0
1652,Calypso - Black Cherry Lemonade,413,8,12 box,6.38,132,65,94,0
1653,Sunflower Seed Raw,653,4,20x 100 grams,14.53,165,71,53,0
1654,Puree - Strawberry,163,6,30 packs,49.76,134,16,89,0
1655,"Beef - Baby, Liver",1982,2,1kg pack,24.11,464,53,55,0
1656,Oil - Grapeseed Oil,1143,2,100 grams,47.48,818,52,58,0
1657,Appetiser - Bought,314,3,1 box,15.65,9,78,91,0
1658,Beef - Striploin,175,4,2 pack,41.29,917,94,2,0
1659,"Peas - Pigeon, Dry",1112,7,1 box,9.91,18,80,98,0
1660,"Pepper - Chipotle, Canned",1522,4,1kg pack,11.72,706,9,4,0
1661,Wine - Taylors Reserve,695,4,100 grams,10.68,635,32,72,0
1662,Wine - Ruffino Chianti Classico,1135,3,12 box,47.98,877,73,48,0
1663,"Clams - Littleneck, Whole",938,3,12 box,47.43,262,94,89,0
1664,Tuna - Fresh,260,8,500 grams,35.28,662,1,26,0
1665,Beef - Rib Eye Aaa,1072,6,20x 100 grams,45.74,370,69,49,0
1666,Sandwich Wrap,1282,1,12 box,42.86,576,79,41,0
1667,Icecream - Dstk Strw Chseck,1666,8,1kg pack,35.5,26,89,49,0
1668,Crawfish,716,2,12 box,40.43,502,9,32,0
1669,Eel Fresh,1325,1,2kg packs,33.44,420,16,76,0
1670,Wine - Rubyport,1309,8,12 box,44.84,678,58,25,0
1671,Wine - Magnotta - Pinot Gris Sr,1266,2,1kg pack,33.79,778,82,64,0
1672,Pie Filling - Cherry,1472,8,1kg pack,44.27,167,74,72,0
1673,Lady Fingers,163,4,12 box,7.96,184,43,87,0
1674,Oregano - Fresh,677,3,100 grams,7.64,944,86,29,0
1675,"Schnappes - Peach, Walkers",1893,7,1 box,48.36,211,51,21,1
1676,Pickles - Gherkins,227,1,30 packs,47.58,737,66,24,0
1677,Cactus Pads,338,4,100 packs,40.66,822,13,10,0
1678,Wine - Remy Pannier Rose,1326,4,300 grams,16.21,817,5,74,0
1679,"Salmon - Whole, 4 - 6 Pounds",1771,7,1kg pack,9.07,794,54,1,0
1680,Tequila Rose Cream Liquor,4,5,packs,35.75,826,9,55,0
1681,"Wine - Cahors Ac 2000, Clos",1502,1,100 grams,41.11,531,14,89,0
1682,Sobe - Cranberry Grapefruit,741,6,500 grams,45.8,541,1,17,0
1683,Salmon Steak - Cohoe 8 Oz,281,1,100 packs,41.22,411,98,82,0
1684,Bagel - Everything,192,3,20x 100 grams,46.42,260,73,34,0
1685,Bagel - 12 Grain Preslice,761,8,12 box,22.02,583,17,26,0
1686,"Chestnuts - Whole,canned",386,5,12 box,42.95,926,21,74,0
1687,Chocolate - Liqueur Cups With Foil,604,3,30 packs,41.13,97,70,64,0
1688,Salmon - Sockeye Raw,1524,3,1kg pack,38.57,937,8,18,0
1689,Carbonated Water - Orange,427,7,1 box,39.47,60,91,93,0
1690,Sprouts - Peppercress,1780,5,2 pack,13.14,60,96,68,0
1691,Ecolab - Hobart Washarm End Cap,276,4,2kg packs,41.71,423,98,43,0
1692,Tea - Honey Green Tea,1689,2,12 box,30.75,592,27,44,0
1693,Taro Leaves,1428,7,packs,6.25,91,56,90,0
1694,Lid - 3oz Med Rec,1040,8,500 grams,26.94,170,37,68,0
1695,"Nut - Pine Nuts, Whole",262,8,30 packs,41.06,563,12,14,0
1696,Sprouts - Corn,251,2,100 packs,9.7,643,16,65,0
1697,"Cake Circle, Paprus",187,2,12 pieces,29.52,680,19,40,0
1698,Sole - Iqf,278,5,2 pack,17.61,323,69,63,0
1699,Cheese - Brick With Pepper,1296,4,500 grams,33.25,211,53,7,0
1700,Beef Dry Aged Tenderloin Aaa,1603,1,16 kg pkg,26.07,264,88,54,0
1701,Oregano - Fresh,145,8,100 grams,34.21,400,80,60,0
1702,Cheese - Mix,1253,1,12 box,11.81,358,27,46,0
1703,Soup - Campbells - Tomato,1963,3,2kg packs,38.43,320,87,8,0
1704,Steel Wool,1508,7,500 grams,7.86,488,50,50,0
1705,Crab - Imitation Flakes,1537,3,1 box,39.54,641,21,35,0
1706,Beef - Prime Rib Aaa,1833,3,1kg pack,18.16,502,11,94,0
1707,Lid - 3oz Med Rec,1577,8,1 box,17.98,963,47,80,0
1708,Apple - Granny Smith,1405,1,2 pack,28.59,387,69,99,0
1709,Pastry - Banana Tea Loaf,943,8,100 grams,33.86,616,63,88,0
1710,"Corn - Cream, Canned",1640,2,300 grams,42.63,875,68,80,0
1711,Scallop - St. Jaques,106,5,300 grams,42.54,74,53,49,0
1712,"Pasta - Gnocchi, Potato",196,6,16 kg pkg,16.61,583,4,27,0
1713,"Bread - Roll, Soft White Round",1007,4,Dozen,32.72,533,93,27,0
1714,"Red Snapper - Fillet, Skin On",637,6,12 pieces,21.24,23,24,60,0
1715,"Nut - Almond, Blanched, Ground",667,2,1kg pack,27.15,483,75,49,0
1716,"Pineapple - Canned, Rings",311,2,300 grams,8.85,526,6,47,0
1717,Truffle Cups - White Paper,271,6,2kg packs,20.81,369,9,13,0
1718,Wine - Taylors Reserve,229,7,12 pieces,16.15,800,90,73,0
1719,Wine - Sogrape Mateus Rose,1763,6,1kg pack,38.34,91,31,40,0
1720,"Lamb - Shoulder, Boneless",215,7,100 packs,24.48,474,75,38,0
1721,Nectarines,1517,6,300 grams,34.43,879,32,70,0
1722,"Juice - Tomato, 48 Oz",1776,6,2 pack,15.26,160,65,50,0
1723,Pepperoni Slices,1370,5,100 packs,18.04,21,34,92,0
1724,Miso - Soy Bean Paste,1546,7,1kg pack,44.93,966,27,16,0
1725,Energy Drink - Franks Original,1148,6,16 kg pkg,23.3,329,79,5,0
1726,"Lamb - Whole, Fresh",1205,1,12 pieces,47.87,496,67,70,0
1727,Wine - Stoneliegh Sauvignon,1196,4,12 box,16.47,622,98,62,0
1728,Cornish Hen,1061,1,1 box,26.39,968,23,60,0
1729,Steampan - Lid For Half Size,418,3,1kg pack,27.29,262,17,69,0
1730,Nantucket - Pomegranate Pear,52,5,30 packs,14.14,619,1,19,0
1731,"Chestnuts - Whole,canned",1074,3,2 pack,40.9,92,44,15,0
1732,Veal - Osso Bucco,1458,2,300 grams,23.02,518,72,36,0
1733,Cheese - Victor Et Berthold,1558,2,packs,47.52,882,94,25,0
1734,Wine - Muscadet Sur Lie,302,3,1 box,17.6,392,81,26,0
1735,Sobe - Cranberry Grapefruit,385,2,12 box,10.15,80,3,73,0
1736,Wine - Montecillo Rioja Crianza,72,5,2kg packs,17.8,960,7,86,0
1737,Pasta - Canelloni,668,3,12 pieces,41.74,612,46,98,0
1738,"Tarragon - Primerba, Paste",1320,6,30 packs,30.02,312,51,82,0
1739,Nantucket Orange Juice,1534,7,2 pack,38.93,164,39,72,0
1740,"Liqueur Banana, Ramazzotti",767,2,2kg packs,7.16,935,28,87,0
1741,Pasta - Agnolotti - Butternut,289,2,100 packs,29.23,257,15,15,0
1742,Sobe - Green Tea,1824,5,2 pack,34.69,271,93,5,0
1743,Spinach - Frozen,464,1,packs,38.18,566,10,17,0
1744,Pepper - Orange,158,6,2 pack,43.44,657,17,82,0
1745,Foil Wrap,1068,8,12 box,16.13,270,31,90,0
1746,Bols Melon Liqueur,677,5,100 packs,33.57,107,93,11,0
1747,Island Oasis - Banana Daiquiri,1635,1,300 grams,35.7,482,76,10,0
1748,Appetizer - Smoked Salmon / Dill,142,6,20x 100 grams,26.76,231,91,16,0
1749,"Soup - Knorr, French Onion",1933,5,12 pieces,48.02,472,18,22,0
1750,Wine - Duboeuf Beaujolais,79,6,12 pieces,10.36,754,14,66,0
1751,Wine - Domaine Boyar Royal,1799,1,500 grams,23.7,438,29,67,0
1752,Pear - Halves,556,7,16 kg pkg,19.54,235,13,15,0
1753,Lobak,59,7,100 grams,11.67,622,85,55,0
1754,Whmis - Spray Bottle Trigger,1956,5,16 kg pkg,25.9,706,56,11,0
1755,Lid Tray - 12in Dome,1429,5,100 packs,20.81,43,69,60,0
1756,French Pastry - Mini Chocolate,1582,7,100 grams,33.85,444,81,17,0
1757,Sauce - Rosee,54,4,12 box,29.03,211,72,71,0
1758,Oven Mitt - 13 Inch,237,7,packs,24.06,604,49,14,0
1759,Soup Campbells - Tomato Bisque,296,3,20x 100 grams,9.7,943,76,66,0
1760,Wine - Balbach Riverside,950,3,2 pack,21.15,944,99,26,0
1761,Bok Choy - Baby,167,8,2kg packs,42.14,160,82,78,0
1762,Muffin - Mix - Creme Brule 15l,1333,5,12 box,6.18,36,53,76,0
1763,Squash - Pepper,128,3,1 box,48.97,110,99,62,0
1764,Cleaner - Lime Away,1824,6,packs,10.02,903,2,9,0
1765,Chivas Regal - 12 Year Old,762,6,30 packs,30.12,791,64,97,0
1766,Tea - Grapefruit Green Tea,965,8,100 grams,45.92,861,58,100,0
